"","year","month","position","n"
"645","2017",5,"Gestionnaire Financier",19
"646","2017",5,"Technicien Principal",139
"647","2017",5,"Analyste",29
"648","2017",5,"Gestionnaire Central",1000
"649","2017",5,"Comptable Principal",17
"650","2017",5,"Gestionnaire Financier Principal",11
"651","2017",5,"Expert Commercial Principal",9
"652","2017",5,"Ingenieur Principal",28
"653","2017",5,"Technicien en Chef",52
"654","2017",5,"Analyste Central",31
"655","2017",5,"PRESIDENT DIRECTEUR GENERAL",1
"656","2017",5,"Contract. Agent non qualifié 1ère cie",19
"657","2017",5,"Contract. Agent d'Acceuil",2
"658","2017",5,"Contract. Agent de guichet",9
"659","2017",5,"Contract. Agent Administratif Adjoint",NA
"660","2017",5,"Contract. Agent Administratif",34
"661","2017",5,"Contract. Agent PrincipaL de guichet",3
"662","2017",5,"Contract. Gestionnaire Adjoint",45
"663","2017",5,"Contract. Surveillant des guichets",14
"664","2017",5,"Contract. Gestionnaire",97
"665","2017",5,"Contract. Gestionnaire Central",3
"666","2017",5,"Femme Menage",605
"667","2017",5,"Femme Menage qualifié",NA
"668","2017",5,"Gardiennage",257
"669","2017",5,"Gardiennage qualifié",NA
"670","2017",5,"Inspecteur en chef",NA
"671","2017",5,"Inspecteur",NA
"672","2017",5,"Agent de production",1
"673","2017",5,"Secrétaire de gestion",NA
"674","2017",5,"Attaché d'inspection",1
"675","2017",5,"Analyste",1
"676","2017",5,"Administration conseil",NA
"677","2017",5,"Attaché De l'administration",NA
"678","2017",5,"Medecin",1
"679","2017",5,"MEDECIN PRINCIPAL",NA
"680","2017",5,"Unknown",1
"681","2017",6,"Conseiller en Chef",2
"682","2017",6,"Gestionnaire en Chef",311
"683","2017",6,"Comptable en Chef",17
"684","2017",6,"Gestionnaire Financier en Chef",25
"685","2017",6,"Expert Commercial en Chef",2
"686","2017",6,"Auditeur en Chef",1
"687","2017",6,"Contrôleur de gestion en Chef",2
"688","2017",6,"Ingénieur en Chef",47
"689","2017",6,"Expert Technicien en Chef",NA
"690","2017",6,"Analyste en Chef",28
"691","2017",6,"Architecte en Chef",3
"692","2017",6,"Conseiller Général",4
"693","2017",6,"Gestionnaire Général",104
"694","2017",6,"Gestionnaire Financier Général",NA
"695","2017",6,"Ingénieur Général",15
"696","2017",6,"Analyste Général",7
"697","2017",6,"Architecte Général",2
"698","2017",6,"Agent non qualifié 1ère cie",94
"699","2017",6,"Agent non qualifié 2ème cie",8
"700","2017",6,"Agent non qualifié 3ème cie",51
"701","2017",6,"Agent d'Acceuil",8
"702","2017",6,"Agent de métier",69
"703","2017",6,"Agent des postes",139
"704","2017",6,"Agent de guichet",90
"705","2017",6,"Agent de Distribution",635
"706","2017",6,"Agent Administratif Adjoint",6
"707","2017",6,"Agent technique",NA
"708","2017",6,"Agent qualifié 1er degré",75
"709","2017",6,"Agent Administratif",24
"710","2017",6,"Agent Bureautique",1
"711","2017",6,"Agent PrincipaL des postes",53
"712","2017",6,"Agent PrincipaL de guichet",320
"713","2017",6,"Agent principale de Distribution",258
"714","2017",6,"Agent financier",1
"715","2017",6,"Technicien Adjoint",11
"716","2017",6,"Technicien de Laboratoire Informatique",NA
"717","2017",6,"Agent qualifié 2ème degré",105
"718","2017",6,"Ouvrier",NA
"719","2017",6,"Gestionnaire Adjoint",170
"720","2017",6,"Surveillant des postes",450
"721","2017",6,"Surveillant des guichets",1339
"722","2017",6,"Surveillant de distribution",377
"723","2017",6,"Gestionnaire financier adjoint",61
"724","2017",6,"Ouvrier",NA
"725","2017",6,"Technicien",151
"726","2017",6,"Programmeur",3
"727","2017",6,"Agent qualifié 3ème degré",98
"728","2017",6,"Gestionnaire",2283
"729","2017",6,"Comptable",3
"730","2017",6,"Gestionnaire Financier",18
"731","2017",6,"Technicien Principal",144
"732","2017",6,"Analyste",25
"733","2017",6,"Gestionnaire Central",1002
"734","2017",6,"Comptable Principal",16
"735","2017",6,"Gestionnaire Financier Principal",10
"736","2017",6,"Expert Commercial Principal",9
"737","2017",6,"Ingenieur Principal",27
"738","2017",6,"Technicien en Chef",62
"739","2017",6,"Analyste Central",30
"740","2017",6,"PRESIDENT DIRECTEUR GENERAL",1
"741","2017",6,"Contract. Agent non qualifié 1ère cie",5
"742","2017",6,"Contract. Agent d'Acceuil",2
"743","2017",6,"Contract. Agent de guichet",6
"744","2017",6,"Contract. Agent Administratif Adjoint",NA
"745","2017",6,"Contract. Agent Administratif",34
"746","2017",6,"Contract. Agent PrincipaL de guichet",2
"747","2017",6,"Contract. Gestionnaire Adjoint",42
"748","2017",6,"Contract. Surveillant des guichets",7
"749","2017",6,"Contract. Gestionnaire",85
"750","2017",6,"Contract. Gestionnaire Central",3
"751","2017",6,"Femme Menage",424
"752","2017",6,"Femme Menage qualifié",181
"753","2017",6,"Gardiennage",179
"754","2017",6,"Gardiennage qualifié",78
"755","2017",6,"Inspecteur en chef",NA
"756","2017",6,"Inspecteur",NA
"757","2017",6,"Agent de production",1
"758","2017",6,"Secrétaire de gestion",NA
"759","2017",6,"Attaché d'inspection",1
"760","2017",6,"Analyste",1
"761","2017",6,"Administration conseil",NA
"762","2017",6,"Attaché De l'administration",NA
"763","2017",6,"Medecin",1
"764","2017",6,"MEDECIN PRINCIPAL",NA
"765","2017",6,"Unknown",1
"766","2017",7,"Conseiller en Chef",2
"767","2017",7,"Gestionnaire en Chef",350
"768","2017",7,"Comptable en Chef",17
"769","2017",7,"Gestionnaire Financier en Chef",25
"770","2017",7,"Expert Commercial en Chef",2
"771","2017",7,"Auditeur en Chef",1
"772","2017",7,"Contrôleur de gestion en Chef",2
"773","2017",7,"Ingénieur en Chef",47
"774","2017",7,"Expert Technicien en Chef",NA
"775","2017",7,"Analyste en Chef",28
"776","2017",7,"Architecte en Chef",3
"777","2017",7,"Conseiller Général",4
"778","2017",7,"Gestionnaire Général",106
"779","2017",7,"Gestionnaire Financier Général",NA
"780","2017",7,"Ingénieur Général",15
"781","2017",7,"Analyste Général",7
"782","2017",7,"Architecte Général",2
"783","2017",7,"Agent non qualifié 1ère cie",93
"784","2017",7,"Agent non qualifié 2ème cie",9
"785","2017",7,"Agent non qualifié 3ème cie",50
"786","2017",7,"Agent d'Acceuil",8
"787","2017",7,"Agent de métier",70
"788","2017",7,"Agent des postes",139
"789","2017",7,"Agent de guichet",91
"790","2017",7,"Agent de Distribution",634
"791","2017",7,"Agent Administratif Adjoint",6
"792","2017",7,"Agent technique",NA
"793","2017",7,"Agent qualifié 1er degré",74
"794","2017",7,"Agent Administratif",22
"795","2017",7,"Agent Bureautique",1
"796","2017",7,"Agent PrincipaL des postes",51
"797","2017",7,"Agent PrincipaL de guichet",317
"798","2017",7,"Agent principale de Distribution",258
"799","2017",7,"Agent financier",1
"800","2017",7,"Technicien Adjoint",11
"801","2017",7,"Technicien de Laboratoire Informatique",NA
"802","2017",7,"Agent qualifié 2ème degré",104
"803","2017",7,"Ouvrier",NA
"804","2017",7,"Gestionnaire Adjoint",166
"805","2017",7,"Surveillant des postes",445
"806","2017",7,"Surveillant des guichets",1328
"807","2017",7,"Surveillant de distribution",374
"808","2017",7,"Gestionnaire financier adjoint",60
"809","2017",7,"Ouvrier",NA
"810","2017",7,"Technicien",185
"811","2017",7,"Programmeur",3
"812","2017",7,"Agent qualifié 3ème degré",63
"813","2017",7,"Gestionnaire",2273
"814","2017",7,"Comptable",3
"815","2017",7,"Gestionnaire Financier",17
"816","2017",7,"Technicien Principal",143
"817","2017",7,"Analyste",25
"818","2017",7,"Gestionnaire Central",1010
"819","2017",7,"Comptable Principal",14
"820","2017",7,"Gestionnaire Financier Principal",9
"821","2017",7,"Expert Commercial Principal",9
"822","2017",7,"Ingenieur Principal",27
"823","2017",7,"Technicien en Chef",64
"824","2017",7,"Analyste Central",30
"825","2017",7,"PRESIDENT DIRECTEUR GENERAL",1
"826","2017",7,"Contract. Agent non qualifié 1ère cie",5
"827","2017",7,"Contract. Agent d'Acceuil",2
"828","2017",7,"Contract. Agent de guichet",6
"829","2017",7,"Contract. Agent Administratif Adjoint",NA
"830","2017",7,"Contract. Agent Administratif",34
"831","2017",7,"Contract. Agent PrincipaL de guichet",2
"832","2017",7,"Contract. Gestionnaire Adjoint",42
"833","2017",7,"Contract. Surveillant des guichets",7
"834","2017",7,"Contract. Gestionnaire",85
"835","2017",7,"Contract. Gestionnaire Central",3
"836","2017",7,"Femme Menage",424
"837","2017",7,"Femme Menage qualifié",181
"838","2017",7,"Gardiennage",179
"839","2017",7,"Gardiennage qualifié",78
"840","2017",7,"Inspecteur en chef",NA
"841","2017",7,"Inspecteur",NA
"842","2017",7,"Agent de production",1
"843","2017",7,"Secrétaire de gestion",NA
"844","2017",7,"Attaché d'inspection",1
"845","2017",7,"Analyste",1
"846","2017",7,"Administration conseil",NA
"847","2017",7,"Attaché De l'administration",NA
"848","2017",7,"Medecin",1
"849","2017",7,"MEDECIN PRINCIPAL",NA
"850","2017",7,"Unknown",NA
"851","2017",8,"Conseiller en Chef",2
"852","2017",8,"Gestionnaire en Chef",345
"853","2017",8,"Comptable en Chef",19
"854","2017",8,"Gestionnaire Financier en Chef",25
"855","2017",8,"Expert Commercial en Chef",2
"856","2017",8,"Auditeur en Chef",1
"857","2017",8,"Contrôleur de gestion en Chef",3
"858","2017",8,"Ingénieur en Chef",50
"859","2017",8,"Expert Technicien en Chef",NA
"860","2017",8,"Analyste en Chef",29
"861","2017",8,"Architecte en Chef",3
"862","2017",8,"Conseiller Général",4
"863","2017",8,"Gestionnaire Général",116
"864","2017",8,"Gestionnaire Financier Général",NA
"865","2017",8,"Ingénieur Général",15
"866","2017",8,"Analyste Général",7
"867","2017",8,"Architecte Général",2
"868","2017",8,"Agent non qualifié 1ère cie",93
"869","2017",8,"Agent non qualifié 2ème cie",9
"870","2017",8,"Agent non qualifié 3ème cie",49
"871","2017",8,"Agent d'Acceuil",8
"872","2017",8,"Agent de métier",71
"873","2017",8,"Agent des postes",140
"874","2017",8,"Agent de guichet",94
"875","2017",8,"Agent de Distribution",630
"876","2017",8,"Agent Administratif Adjoint",6
"877","2017",8,"Agent technique",NA
"878","2017",8,"Agent qualifié 1er degré",72
"879","2017",8,"Agent Administratif",22
"880","2017",8,"Agent Bureautique",1
"881","2017",8,"Agent PrincipaL des postes",51
"882","2017",8,"Agent PrincipaL de guichet",316
"883","2017",8,"Agent principale de Distribution",255
"884","2017",8,"Agent financier",1
"885","2017",8,"Technicien Adjoint",11
"886","2017",8,"Technicien de Laboratoire Informatique",NA
"887","2017",8,"Agent qualifié 2ème degré",106
"888","2017",8,"Ouvrier",NA
"889","2017",8,"Gestionnaire Adjoint",164
"890","2017",8,"Surveillant des postes",439
"891","2017",8,"Surveillant des guichets",1320
"892","2017",8,"Surveillant de distribution",376
"893","2017",8,"Gestionnaire financier adjoint",62
"894","2017",8,"Ouvrier",NA
"895","2017",8,"Technicien",183
"896","2017",8,"Programmeur",1
"897","2017",8,"Agent qualifié 3ème degré",62
"898","2017",8,"Gestionnaire",2290
"899","2017",8,"Comptable",3
"900","2017",8,"Gestionnaire Financier",17
"901","2017",8,"Technicien Principal",141
"902","2017",8,"Analyste",27
"903","2017",8,"Gestionnaire Central",1014
"904","2017",8,"Comptable Principal",14
"905","2017",8,"Gestionnaire Financier Principal",9
"906","2017",8,"Expert Commercial Principal",9
"907","2017",8,"Ingenieur Principal",25
"908","2017",8,"Technicien en Chef",67
"909","2017",8,"Analyste Central",29
"910","2017",8,"PRESIDENT DIRECTEUR GENERAL",1
"911","2017",8,"Contract. Agent non qualifié 1ère cie",5
"912","2017",8,"Contract. Agent d'Acceuil",2
"913","2017",8,"Contract. Agent de guichet",6
"914","2017",8,"Contract. Agent Administratif Adjoint",NA
"915","2017",8,"Contract. Agent Administratif",34
"916","2017",8,"Contract. Agent PrincipaL de guichet",2
"917","2017",8,"Contract. Gestionnaire Adjoint",42
"918","2017",8,"Contract. Surveillant des guichets",7
"919","2017",8,"Contract. Gestionnaire",85
"920","2017",8,"Contract. Gestionnaire Central",3
"921","2017",8,"Femme Menage",424
"922","2017",8,"Femme Menage qualifié",181
"923","2017",8,"Gardiennage",179
"924","2017",8,"Gardiennage qualifié",78
"925","2017",8,"Inspecteur en chef",NA
"926","2017",8,"Inspecteur",NA
"927","2017",8,"Agent de production",1
"928","2017",8,"Secrétaire de gestion",NA
"929","2017",8,"Attaché d'inspection",1
"930","2017",8,"Analyste",1
"931","2017",8,"Administration conseil",NA
"932","2017",8,"Attaché De l'administration",NA
"933","2017",8,"Medecin",1
"934","2017",8,"MEDECIN PRINCIPAL",NA
"935","2017",8,"Unknown",NA
"936","2017",9,"Conseiller en Chef",2
"937","2017",9,"Gestionnaire en Chef",345
"938","2017",9,"Comptable en Chef",19
"939","2017",9,"Gestionnaire Financier en Chef",25
"940","2017",9,"Expert Commercial en Chef",2
"941","2017",9,"Auditeur en Chef",1
"942","2017",9,"Contrôleur de gestion en Chef",3
"943","2017",9,"Ingénieur en Chef",50
"944","2017",9,"Expert Technicien en Chef",NA
"945","2017",9,"Analyste en Chef",29
"946","2017",9,"Architecte en Chef",3
"947","2017",9,"Conseiller Général",4
"948","2017",9,"Gestionnaire Général",116
"949","2017",9,"Gestionnaire Financier Général",NA
"950","2017",9,"Ingénieur Général",15
"951","2017",9,"Analyste Général",7
"952","2017",9,"Architecte Général",2
"953","2017",9,"Agent non qualifié 1ère cie",93
"954","2017",9,"Agent non qualifié 2ème cie",9
"955","2017",9,"Agent non qualifié 3ème cie",49
"956","2017",9,"Agent d'Acceuil",8
"957","2017",9,"Agent de métier",71
"958","2017",9,"Agent des postes",143
"959","2017",9,"Agent de guichet",94
"960","2017",9,"Agent de Distribution",627
"961","2017",9,"Agent Administratif Adjoint",6
"962","2017",9,"Agent technique",NA
"963","2017",9,"Agent qualifié 1er degré",72
"964","2017",9,"Agent Administratif",32
"965","2017",9,"Agent Bureautique",1
"966","2017",9,"Agent PrincipaL des postes",52
"967","2017",9,"Agent PrincipaL de guichet",315
"968","2017",9,"Agent principale de Distribution",255
"969","2017",9,"Agent financier",1
"970","2017",9,"Technicien Adjoint",11
"971","2017",9,"Technicien de Laboratoire Informatique",NA
"972","2017",9,"Agent qualifié 2ème degré",106
"973","2017",9,"Ouvrier",NA
"974","2017",9,"Gestionnaire Adjoint",164
"975","2017",9,"Surveillant des postes",443
"976","2017",9,"Surveillant des guichets",1317
"977","2017",9,"Surveillant de distribution",375
"978","2017",9,"Gestionnaire financier adjoint",62
"979","2017",9,"Ouvrier",NA
"980","2017",9,"Technicien",196
"981","2017",9,"Programmeur",1
"982","2017",9,"Agent qualifié 3ème degré",62
"983","2017",9,"Gestionnaire",2290
"984","2017",9,"Comptable",3
"985","2017",9,"Gestionnaire Financier",17
"986","2017",9,"Technicien Principal",141
"987","2017",9,"Analyste",27
"988","2017",9,"Gestionnaire Central",1014
"989","2017",9,"Comptable Principal",14
"990","2017",9,"Gestionnaire Financier Principal",9
"991","2017",9,"Expert Commercial Principal",9
"992","2017",9,"Ingenieur Principal",25
"993","2017",9,"Technicien en Chef",67
"994","2017",9,"Analyste Central",29
"995","2017",9,"PRESIDENT DIRECTEUR GENERAL",1
"996","2017",9,"Contract. Agent non qualifié 1ère cie",5
"997","2017",9,"Contract. Agent d'Acceuil",2
"998","2017",9,"Contract. Agent de guichet",6
"999","2017",9,"Contract. Agent Administratif Adjoint",NA
"1000","2017",9,"Contract. Agent Administratif",34
"1001","2017",9,"Contract. Agent PrincipaL de guichet",2
"1002","2017",9,"Contract. Gestionnaire Adjoint",42
"1003","2017",9,"Contract. Surveillant des guichets",7
"1004","2017",9,"Contract. Gestionnaire",85
"1005","2017",9,"Contract. Gestionnaire Central",3
"1006","2017",9,"Femme Menage",424
"1007","2017",9,"Femme Menage qualifié",181
"1008","2017",9,"Gardiennage",179
"1009","2017",9,"Gardiennage qualifié",78
"1010","2017",9,"Inspecteur en chef",NA
"1011","2017",9,"Inspecteur",NA
"1012","2017",9,"Agent de production",1
"1013","2017",9,"Secrétaire de gestion",NA
"1014","2017",9,"Attaché d'inspection",1
"1015","2017",9,"Analyste",1
"1016","2017",9,"Administration conseil",NA
"1017","2017",9,"Attaché De l'administration",NA
"1018","2017",9,"Medecin",1
"1019","2017",9,"MEDECIN PRINCIPAL",NA
"1020","2017",9,"Unknown",NA
"1021","2018",1,"Conseiller en Chef",2
"1022","2018",1,"Gestionnaire en Chef",365
"1023","2018",1,"Comptable en Chef",19
"1024","2018",1,"Gestionnaire Financier en Chef",23
"1025","2018",1,"Expert Commercial en Chef",2
"1026","2018",1,"Auditeur en Chef",1
"1027","2018",1,"Contrôleur de gestion en Chef",3
"1028","2018",1,"Ingénieur en Chef",51
"1029","2018",1,"Expert Technicien en Chef",NA
"1030","2018",1,"Analyste en Chef",30
"1031","2018",1,"Architecte en Chef",3
"1032","2018",1,"Conseiller Général",4
"1033","2018",1,"Gestionnaire Général",116
"1034","2018",1,"Gestionnaire Financier Général",NA
"1035","2018",1,"Ingénieur Général",15
"1036","2018",1,"Analyste Général",6
"1037","2018",1,"Architecte Général",2
"1038","2018",1,"Agent non qualifié 1ère cie",97
"1039","2018",1,"Agent non qualifié 2ème cie",9
"1040","2018",1,"Agent non qualifié 3ème cie",42
"1041","2018",1,"Agent d'Acceuil",11
"1042","2018",1,"Agent de métier",67
"1043","2018",1,"Agent des postes",145
"1044","2018",1,"Agent de guichet",102
"1045","2018",1,"Agent de Distribution",613
"1046","2018",1,"Agent Administratif Adjoint",7
"1047","2018",1,"Agent technique",NA
"1048","2018",1,"Agent qualifié 1er degré",65
"1049","2018",1,"Agent Administratif",41
"1050","2018",1,"Agent Bureautique",1
"1051","2018",1,"Agent PrincipaL des postes",38
"1052","2018",1,"Agent PrincipaL de guichet",296
"1053","2018",1,"Agent principale de Distribution",217
"1054","2018",1,"Agent financier",1
"1055","2018",1,"Technicien Adjoint",17
"1056","2018",1,"Technicien de Laboratoire Informatique",NA
"1057","2018",1,"Agent qualifié 2ème degré",105
"1058","2018",1,"Ouvrier",NA
"1059","2018",1,"Gestionnaire Adjoint",156
"1060","2018",1,"Surveillant des postes",423
