"","year","month","position","n"
"1224","2018",11,"Agent financier",2
"1225","2018",11,"Technicien Adjoint",16
"1226","2018",11,"Technicien de Laboratoire Informatique",NA
"1227","2018",11,"Agent qualifié 2ème degré",106
"1228","2018",11,"Ouvrier",NA
"1229","2018",11,"Gestionnaire Adjoint",180
"1230","2018",11,"Surveillant des postes",414
"1231","2018",11,"Surveillant des guichets",1195
"1232","2018",11,"Surveillant de distribution",363
"1233","2018",11,"Gestionnaire financier adjoint",48
"1234","2018",11,"Ouvrier",NA
"1235","2018",11,"Technicien",161
"1236","2018",11,"Programmeur",1
"1237","2018",11,"Agent qualifié 3ème degré",57
"1238","2018",11,"Gestionnaire",2201
"1239","2018",11,"Comptable",2
"1240","2018",11,"Gestionnaire Financier",21
"1241","2018",11,"Technicien Principal",149
"1242","2018",11,"Analyste",19
"1243","2018",11,"Gestionnaire Central",1154
"1244","2018",11,"Comptable Principal",10
"1245","2018",11,"Gestionnaire Financier Principal",14
"1246","2018",11,"Expert Commercial Principal",7
"1247","2018",11,"Ingenieur Principal",22
"1248","2018",11,"Technicien en Chef",92
"1249","2018",11,"Analyste Central",27
"1250","2018",11,"PRESIDENT DIRECTEUR GENERAL",2
"1251","2018",11,"Contract. Agent non qualifié 1ère cie",4
"1252","2018",11,"Contract. Agent d'Acceuil",5
"1253","2018",11,"Contract. Agent de guichet",3
"1254","2018",11,"Contract. Agent Administratif Adjoint",5
"1255","2018",11,"Contract. Agent Administratif",15
"1256","2018",11,"Contract. Agent PrincipaL de guichet",NA
"1257","2018",11,"Contract. Gestionnaire Adjoint",25
"1258","2018",11,"Contract. Surveillant des guichets",NA
"1259","2018",11,"Contract. Gestionnaire",32
"1260","2018",11,"Contract. Gestionnaire Central",NA
"1261","2018",11,"Femme Menage",281
"1262","2018",11,"Femme Menage qualifié",288
"1263","2018",11,"Gardiennage",120
"1264","2018",11,"Gardiennage qualifié",128
"1265","2018",11,"Inspecteur en chef",NA
"1266","2018",11,"Inspecteur",NA
"1267","2018",11,"Agent de production",NA
"1268","2018",11,"Secrétaire de gestion",NA
"1269","2018",11,"Attaché d'inspection",1
"1270","2018",11,"Analyste",NA
"1271","2018",11,"Administration conseil",NA
"1272","2018",11,"Attaché De l'administration",NA
"1273","2018",11,"Medecin",1
"1274","2018",11,"MEDECIN PRINCIPAL",NA
"1275","2018",11,"Unknown",NA
"1276","2018",12,"Conseiller en Chef",1
"1277","2018",12,"Gestionnaire en Chef",418
"1278","2018",12,"Comptable en Chef",24
"1279","2018",12,"Gestionnaire Financier en Chef",24
"1280","2018",12,"Expert Commercial en Chef",3
"1281","2018",12,"Auditeur en Chef",1
"1282","2018",12,"Contrôleur de gestion en Chef",3
"1283","2018",12,"Ingénieur en Chef",48
"1284","2018",12,"Expert Technicien en Chef",NA
"1285","2018",12,"Analyste en Chef",29
"1286","2018",12,"Architecte en Chef",1
"1287","2018",12,"Conseiller Général",6
"1288","2018",12,"Gestionnaire Général",160
"1289","2018",12,"Gestionnaire Financier Général",NA
"1290","2018",12,"Ingénieur Général",23
"1291","2018",12,"Analyste Général",7
"1292","2018",12,"Architecte Général",4
"1293","2018",12,"Agent non qualifié 1ère cie",96
"1294","2018",12,"Agent non qualifié 2ème cie",12
"1295","2018",12,"Agent non qualifié 3ème cie",35
"1296","2018",12,"Agent d'Acceuil",12
"1297","2018",12,"Agent de métier",69
"1298","2018",12,"Agent des postes",136
"1299","2018",12,"Agent de guichet",97
"1300","2018",12,"Agent de Distribution",572
"1301","2018",12,"Agent Administratif Adjoint",7
"1302","2018",12,"Agent technique",NA
"1303","2018",12,"Agent qualifié 1er degré",67
"1304","2018",12,"Agent Administratif",65
"1305","2018",12,"Agent Bureautique",1
"1306","2018",12,"Agent PrincipaL des postes",57
"1307","2018",12,"Agent PrincipaL de guichet",301
"1308","2018",12,"Agent principale de Distribution",238
"1309","2018",12,"Agent financier",2
"1310","2018",12,"Technicien Adjoint",16
"1311","2018",12,"Technicien de Laboratoire Informatique",NA
"1312","2018",12,"Agent qualifié 2ème degré",106
"1313","2018",12,"Ouvrier",NA
"1314","2018",12,"Gestionnaire Adjoint",179
"1315","2018",12,"Surveillant des postes",417
"1316","2018",12,"Surveillant des guichets",1192
"1317","2018",12,"Surveillant de distribution",365
"1318","2018",12,"Gestionnaire financier adjoint",48
"1319","2018",12,"Ouvrier",NA
"1320","2018",12,"Technicien",163
"1321","2018",12,"Programmeur",1
"1322","2018",12,"Agent qualifié 3ème degré",56
"1323","2018",12,"Gestionnaire",2202
"1324","2018",12,"Comptable",2
"1325","2018",12,"Gestionnaire Financier",21
"1326","2018",12,"Technicien Principal",149
"1327","2018",12,"Analyste",19
"1328","2018",12,"Gestionnaire Central",1154
"1329","2018",12,"Comptable Principal",10
"1330","2018",12,"Gestionnaire Financier Principal",14
"1331","2018",12,"Expert Commercial Principal",7
"1332","2018",12,"Ingenieur Principal",22
"1333","2018",12,"Technicien en Chef",92
"1334","2018",12,"Analyste Central",27
"1335","2018",12,"PRESIDENT DIRECTEUR GENERAL",2
"1336","2018",12,"Contract. Agent non qualifié 1ère cie",4
"1337","2018",12,"Contract. Agent d'Acceuil",5
"1338","2018",12,"Contract. Agent de guichet",3
"1339","2018",12,"Contract. Agent Administratif Adjoint",5
"1340","2018",12,"Contract. Agent Administratif",15
"1341","2018",12,"Contract. Agent PrincipaL de guichet",NA
"1342","2018",12,"Contract. Gestionnaire Adjoint",25
"1343","2018",12,"Contract. Surveillant des guichets",NA
"1344","2018",12,"Contract. Gestionnaire",33
"1345","2018",12,"Contract. Gestionnaire Central",NA
"1346","2018",12,"Femme Menage",281
"1347","2018",12,"Femme Menage qualifié",288
"1348","2018",12,"Gardiennage",120
"1349","2018",12,"Gardiennage qualifié",128
"1350","2018",12,"Inspecteur en chef",NA
"1351","2018",12,"Inspecteur",NA
"1352","2018",12,"Agent de production",NA
"1353","2018",12,"Secrétaire de gestion",NA
"1354","2018",12,"Attaché d'inspection",1
"1355","2018",12,"Analyste",NA
"1356","2018",12,"Administration conseil",NA
"1357","2018",12,"Attaché De l'administration",NA
"1358","2018",12,"Medecin",1
"1359","2018",12,"MEDECIN PRINCIPAL",NA
"1360","2018",12,"Unknown",NA
"1361","2018",2,"Conseiller en Chef",2
"1362","2018",2,"Gestionnaire en Chef",380
"1363","2018",2,"Comptable en Chef",19
"1364","2018",2,"Gestionnaire Financier en Chef",23
"1365","2018",2,"Expert Commercial en Chef",2
"1366","2018",2,"Auditeur en Chef",1
"1367","2018",2,"Contrôleur de gestion en Chef",3
"1368","2018",2,"Ingénieur en Chef",52
"1369","2018",2,"Expert Technicien en Chef",NA
"1370","2018",2,"Analyste en Chef",30
"1371","2018",2,"Architecte en Chef",3
"1372","2018",2,"Conseiller Général",4
"1373","2018",2,"Gestionnaire Général",117
"1374","2018",2,"Gestionnaire Financier Général",NA
"1375","2018",2,"Ingénieur Général",15
"1376","2018",2,"Analyste Général",6
"1377","2018",2,"Architecte Général",2
"1378","2018",2,"Agent non qualifié 1ère cie",96
"1379","2018",2,"Agent non qualifié 2ème cie",10
"1380","2018",2,"Agent non qualifié 3ème cie",40
"1381","2018",2,"Agent d'Acceuil",11
"1382","2018",2,"Agent de métier",67
"1383","2018",2,"Agent des postes",143
"1384","2018",2,"Agent de guichet",98
"1385","2018",2,"Agent de Distribution",603
"1386","2018",2,"Agent Administratif Adjoint",7
"1387","2018",2,"Agent technique",NA
"1388","2018",2,"Agent qualifié 1er degré",66
"1389","2018",2,"Agent Administratif",42
"1390","2018",2,"Agent Bureautique",1
"1391","2018",2,"Agent PrincipaL des postes",39
"1392","2018",2,"Agent PrincipaL de guichet",296
"1393","2018",2,"Agent principale de Distribution",218
"1394","2018",2,"Agent financier",1
"1395","2018",2,"Technicien Adjoint",17
"1396","2018",2,"Technicien de Laboratoire Informatique",NA
"1397","2018",2,"Agent qualifié 2ème degré",104
"1398","2018",2,"Ouvrier",NA
"1399","2018",2,"Gestionnaire Adjoint",155
"1400","2018",2,"Surveillant des postes",407
"1401","2018",2,"Surveillant des guichets",1288
"1402","2018",2,"Surveillant de distribution",396
"1403","2018",2,"Gestionnaire financier adjoint",52
"1404","2018",2,"Ouvrier",NA
"1405","2018",2,"Technicien",167
"1406","2018",2,"Programmeur",1
"1407","2018",2,"Agent qualifié 3ème degré",63
"1408","2018",2,"Gestionnaire",2150
"1409","2018",2,"Comptable",3
"1410","2018",2,"Gestionnaire Financier",24
"1411","2018",2,"Technicien Principal",153
"1412","2018",2,"Analyste",23
"1413","2018",2,"Gestionnaire Central",1052
"1414","2018",2,"Comptable Principal",14
"1415","2018",2,"Gestionnaire Financier Principal",10
"1416","2018",2,"Expert Commercial Principal",8
"1417","2018",2,"Ingenieur Principal",26
"1418","2018",2,"Technicien en Chef",72
"1419","2018",2,"Analyste Central",22
"1420","2018",2,"PRESIDENT DIRECTEUR GENERAL",1
"1421","2018",2,"Contract. Agent non qualifié 1ère cie",4
"1422","2018",2,"Contract. Agent d'Acceuil",2
"1423","2018",2,"Contract. Agent de guichet",6
"1424","2018",2,"Contract. Agent Administratif Adjoint",NA
"1425","2018",2,"Contract. Agent Administratif",32
"1426","2018",2,"Contract. Agent PrincipaL de guichet",1
"1427","2018",2,"Contract. Gestionnaire Adjoint",40
"1428","2018",2,"Contract. Surveillant des guichets",6
"1429","2018",2,"Contract. Gestionnaire",81
"1430","2018",2,"Contract. Gestionnaire Central",3
"1431","2018",2,"Femme Menage",403
"1432","2018",2,"Femme Menage qualifié",168
"1433","2018",2,"Gardiennage",171
"1434","2018",2,"Gardiennage qualifié",77
"1435","2018",2,"Inspecteur en chef",NA
"1436","2018",2,"Inspecteur",NA
"1437","2018",2,"Agent de production",1
"1438","2018",2,"Secrétaire de gestion",NA
"1439","2018",2,"Attaché d'inspection",1
"1440","2018",2,"Analyste",NA
"1441","2018",2,"Administration conseil",NA
"1442","2018",2,"Attaché De l'administration",NA
"1443","2018",2,"Medecin",1
"1444","2018",2,"MEDECIN PRINCIPAL",NA
"1445","2018",2,"Unknown",NA
"1446","2018",3,"Conseiller en Chef",2
"1447","2018",3,"Gestionnaire en Chef",380
"1448","2018",3,"Comptable en Chef",19
"1449","2018",3,"Gestionnaire Financier en Chef",23
"1450","2018",3,"Expert Commercial en Chef",2
"1451","2018",3,"Auditeur en Chef",1
"1452","2018",3,"Contrôleur de gestion en Chef",3
"1453","2018",3,"Ingénieur en Chef",52
"1454","2018",3,"Expert Technicien en Chef",NA
"1455","2018",3,"Analyste en Chef",30
"1456","2018",3,"Architecte en Chef",3
"1457","2018",3,"Conseiller Général",5
"1458","2018",3,"Gestionnaire Général",117
"1459","2018",3,"Gestionnaire Financier Général",NA
"1460","2018",3,"Ingénieur Général",15
"1461","2018",3,"Analyste Général",6
"1462","2018",3,"Architecte Général",2
"1463","2018",3,"Agent non qualifié 1ère cie",96
"1464","2018",3,"Agent non qualifié 2ème cie",10
"1465","2018",3,"Agent non qualifié 3ème cie",40
"1466","2018",3,"Agent d'Acceuil",11
"1467","2018",3,"Agent de métier",67
"1468","2018",3,"Agent des postes",144
"1469","2018",3,"Agent de guichet",97
"1470","2018",3,"Agent de Distribution",602
"1471","2018",3,"Agent Administratif Adjoint",7
"1472","2018",3,"Agent technique",NA
"1473","2018",3,"Agent qualifié 1er degré",66
"1474","2018",3,"Agent Administratif",42
"1475","2018",3,"Agent Bureautique",1
"1476","2018",3,"Agent PrincipaL des postes",39
"1477","2018",3,"Agent PrincipaL de guichet",296
"1478","2018",3,"Agent principale de Distribution",217
"1479","2018",3,"Agent financier",2
"1480","2018",3,"Technicien Adjoint",17
"1481","2018",3,"Technicien de Laboratoire Informatique",NA
"1482","2018",3,"Agent qualifié 2ème degré",104
"1483","2018",3,"Ouvrier",NA
"1484","2018",3,"Gestionnaire Adjoint",155
"1485","2018",3,"Surveillant des postes",407
"1486","2018",3,"Surveillant des guichets",1288
"1487","2018",3,"Surveillant de distribution",396
"1488","2018",3,"Gestionnaire financier adjoint",52
"1489","2018",3,"Ouvrier",NA
"1490","2018",3,"Technicien",167
"1491","2018",3,"Programmeur",1
"1492","2018",3,"Agent qualifié 3ème degré",63
"1493","2018",3,"Gestionnaire",2149
"1494","2018",3,"Comptable",3
"1495","2018",3,"Gestionnaire Financier",24
"1496","2018",3,"Technicien Principal",153
"1497","2018",3,"Analyste",23
"1498","2018",3,"Gestionnaire Central",1052
"1499","2018",3,"Comptable Principal",14
"1500","2018",3,"Gestionnaire Financier Principal",10
"1501","2018",3,"Expert Commercial Principal",8
"1502","2018",3,"Ingenieur Principal",26
"1503","2018",3,"Technicien en Chef",72
"1504","2018",3,"Analyste Central",22
"1505","2018",3,"PRESIDENT DIRECTEUR GENERAL",1
"1506","2018",3,"Contract. Agent non qualifié 1ère cie",4
"1507","2018",3,"Contract. Agent d'Acceuil",2
"1508","2018",3,"Contract. Agent de guichet",6
"1509","2018",3,"Contract. Agent Administratif Adjoint",NA
"1510","2018",3,"Contract. Agent Administratif",32
"1511","2018",3,"Contract. Agent PrincipaL de guichet",1
"1512","2018",3,"Contract. Gestionnaire Adjoint",40
"1513","2018",3,"Contract. Surveillant des guichets",6
"1514","2018",3,"Contract. Gestionnaire",81
"1515","2018",3,"Contract. Gestionnaire Central",3
"1516","2018",3,"Femme Menage",403
"1517","2018",3,"Femme Menage qualifié",168
"1518","2018",3,"Gardiennage",171
"1519","2018",3,"Gardiennage qualifié",77
"1520","2018",3,"Inspecteur en chef",NA
"1521","2018",3,"Inspecteur",NA
"1522","2018",3,"Agent de production",1
"1523","2018",3,"Secrétaire de gestion",NA
"1524","2018",3,"Attaché d'inspection",1
"1525","2018",3,"Analyste",NA
"1526","2018",3,"Administration conseil",NA
"1527","2018",3,"Attaché De l'administration",NA
"1528","2018",3,"Medecin",1
"1529","2018",3,"MEDECIN PRINCIPAL",NA
"1530","2018",3,"Unknown",NA
"1531","2018",4,"Conseiller en Chef",2
"1532","2018",4,"Gestionnaire en Chef",380
"1533","2018",4,"Comptable en Chef",19
"1534","2018",4,"Gestionnaire Financier en Chef",23
"1535","2018",4,"Expert Commercial en Chef",2
"1536","2018",4,"Auditeur en Chef",1
"1537","2018",4,"Contrôleur de gestion en Chef",3
"1538","2018",4,"Ingénieur en Chef",52
"1539","2018",4,"Expert Technicien en Chef",NA
"1540","2018",4,"Analyste en Chef",30
"1541","2018",4,"Architecte en Chef",3
"1542","2018",4,"Conseiller Général",5
"1543","2018",4,"Gestionnaire Général",117
"1544","2018",4,"Gestionnaire Financier Général",NA
"1545","2018",4,"Ingénieur Général",15
"1546","2018",4,"Analyste Général",6
"1547","2018",4,"Architecte Général",2
"1548","2018",4,"Agent non qualifié 1ère cie",99
"1549","2018",4,"Agent non qualifié 2ème cie",10
"1550","2018",4,"Agent non qualifié 3ème cie",40
"1551","2018",4,"Agent d'Acceuil",12
"1552","2018",4,"Agent de métier",67
"1553","2018",4,"Agent des postes",145
"1554","2018",4,"Agent de guichet",98
"1555","2018",4,"Agent de Distribution",603
"1556","2018",4,"Agent Administratif Adjoint",7
"1557","2018",4,"Agent technique",NA
"1558","2018",4,"Agent qualifié 1er degré",66
"1559","2018",4,"Agent Administratif",47
"1560","2018",4,"Agent Bureautique",1
"1561","2018",4,"Agent PrincipaL des postes",42
"1562","2018",4,"Agent PrincipaL de guichet",292
"1563","2018",4,"Agent principale de Distribution",217
"1564","2018",4,"Agent financier",2
"1565","2018",4,"Technicien Adjoint",17
"1566","2018",4,"Technicien de Laboratoire Informatique",NA
"1567","2018",4,"Agent qualifié 2ème degré",104
"1568","2018",4,"Ouvrier",NA
"1569","2018",4,"Gestionnaire Adjoint",160
"1570","2018",4,"Surveillant des postes",426
"1571","2018",4,"Surveillant des guichets",1277
"1572","2018",4,"Surveillant de distribution",393
"1573","2018",4,"Gestionnaire financier adjoint",52
"1574","2018",4,"Ouvrier",NA
"1575","2018",4,"Technicien",167
"1576","2018",4,"Programmeur",1
"1577","2018",4,"Agent qualifié 3ème degré",63
"1578","2018",4,"Gestionnaire",2168
"1579","2018",4,"Comptable",3
"1580","2018",4,"Gestionnaire Financier",24
"1581","2018",4,"Technicien Principal",153
"1582","2018",4,"Analyste",23
"1583","2018",4,"Gestionnaire Central",1056
"1584","2018",4,"Comptable Principal",14
"1585","2018",4,"Gestionnaire Financier Principal",10
"1586","2018",4,"Expert Commercial Principal",8
"1587","2018",4,"Ingenieur Principal",26
"1588","2018",4,"Technicien en Chef",72
"1589","2018",4,"Analyste Central",22
"1590","2018",4,"PRESIDENT DIRECTEUR GENERAL",1
"1591","2018",4,"Contract. Agent non qualifié 1ère cie",1
"1592","2018",4,"Contract. Agent d'Acceuil",1
"1593","2018",4,"Contract. Agent de guichet",4
"1594","2018",4,"Contract. Agent Administratif Adjoint",NA
"1595","2018",4,"Contract. Agent Administratif",27
"1596","2018",4,"Contract. Agent PrincipaL de guichet",1
"1597","2018",4,"Contract. Gestionnaire Adjoint",38
"1598","2018",4,"Contract. Surveillant des guichets",NA
"1599","2018",4,"Contract. Gestionnaire",65
"1600","2018",4,"Contract. Gestionnaire Central",2
"1601","2018",4,"Femme Menage",283
"1602","2018",4,"Femme Menage qualifié",288
"1603","2018",4,"Gardiennage",120
"1604","2018",4,"Gardiennage qualifié",128
"1605","2018",4,"Inspecteur en chef",NA
"1606","2018",4,"Inspecteur",NA
"1607","2018",4,"Agent de production",1
"1608","2018",4,"Secrétaire de gestion",NA
"1609","2018",4,"Attaché d'inspection",1
"1610","2018",4,"Analyste",NA
"1611","2018",4,"Administration conseil",NA
"1612","2018",4,"Attaché De l'administration",NA
"1613","2018",4,"Medecin",1
"1614","2018",4,"MEDECIN PRINCIPAL",NA
"1615","2018",4,"Unknown",NA
"1616","2018",5,"Conseiller en Chef",1
"1617","2018",5,"Gestionnaire en Chef",419
"1618","2018",5,"Comptable en Chef",24
"1619","2018",5,"Gestionnaire Financier en Chef",24
"1620","2018",5,"Expert Commercial en Chef",3
"1621","2018",5,"Auditeur en Chef",1
"1622","2018",5,"Contrôleur de gestion en Chef",3
"1623","2018",5,"Ingénieur en Chef",45
"1624","2018",5,"Expert Technicien en Chef",NA
"1625","2018",5,"Analyste en Chef",29
"1626","2018",5,"Architecte en Chef",1
"1627","2018",5,"Conseiller Général",6
"1628","2018",5,"Gestionnaire Général",139
"1629","2018",5,"Gestionnaire Financier Général",NA
"1630","2018",5,"Ingénieur Général",22
"1631","2018",5,"Analyste Général",7
"1632","2018",5,"Architecte Général",4
"1633","2018",5,"Agent non qualifié 1ère cie",98
"1634","2018",5,"Agent non qualifié 2ème cie",10
"1635","2018",5,"Agent non qualifié 3ème cie",37
"1636","2018",5,"Agent d'Acceuil",12
"1637","2018",5,"Agent de métier",70
"1638","2018",5,"Agent des postes",138
"1639","2018",5,"Agent de guichet",94
"1640","2018",5,"Agent de Distribution",573
"1641","2018",5,"Agent Administratif Adjoint",8
"1642","2018",5,"Agent technique",NA
"1643","2018",5,"Agent qualifié 1er degré",64
"1644","2018",5,"Agent Administratif",60
"1645","2018",5,"Agent Bureautique",1
"1646","2018",5,"Agent PrincipaL des postes",50
"1647","2018",5,"Agent PrincipaL de guichet",295
"1648","2018",5,"Agent principale de Distribution",246
"1649","2018",5,"Agent financier",2
"1650","2018",5,"Technicien Adjoint",17
"1651","2018",5,"Technicien de Laboratoire Informatique",NA
"1652","2018",5,"Agent qualifié 2ème degré",106
"1653","2018",5,"Ouvrier",NA
"1654","2018",5,"Gestionnaire Adjoint",156
"1655","2018",5,"Surveillant des postes",409
"1656","2018",5,"Surveillant des guichets",1212
"1657","2018",5,"Surveillant de distribution",381
"1658","2018",5,"Gestionnaire financier adjoint",48
"1659","2018",5,"Ouvrier",NA
"1660","2018",5,"Technicien",162
"1661","2018",5,"Programmeur",1
"1662","2018",5,"Agent qualifié 3ème degré",62
"1663","2018",5,"Gestionnaire",2170
"1664","2018",5,"Comptable",2
"1665","2018",5,"Gestionnaire Financier",21
"1666","2018",5,"Technicien Principal",143
"1667","2018",5,"Analyste",21
"1668","2018",5,"Gestionnaire Central",1126
"1669","2018",5,"Comptable Principal",10
"1670","2018",5,"Gestionnaire Financier Principal",14
"1671","2018",5,"Expert Commercial Principal",7
"1672","2018",5,"Ingenieur Principal",26
"1673","2018",5,"Technicien en Chef",89
"1674","2018",5,"Analyste Central",25
"1675","2018",5,"PRESIDENT DIRECTEUR GENERAL",1
"1676","2018",5,"Contract. Agent non qualifié 1ère cie",1
"1677","2018",5,"Contract. Agent d'Acceuil",4
"1678","2018",5,"Contract. Agent de guichet",3
"1679","2018",5,"Contract. Agent Administratif Adjoint",3
"1680","2018",5,"Contract. Agent Administratif",17
"1681","2018",5,"Contract. Agent PrincipaL de guichet",NA
"1682","2018",5,"Contract. Gestionnaire Adjoint",28
"1683","2018",5,"Contract. Surveillant des guichets",NA
"1684","2018",5,"Contract. Gestionnaire",47
"1685","2018",5,"Contract. Gestionnaire Central",2
"1686","2018",5,"Femme Menage",283
"1687","2018",5,"Femme Menage qualifié",288
"1688","2018",5,"Gardiennage",120
"1689","2018",5,"Gardiennage qualifié",128
"1690","2018",5,"Inspecteur en chef",NA
"1691","2018",5,"Inspecteur",NA
"1692","2018",5,"Agent de production",1
"1693","2018",5,"Secrétaire de gestion",NA
"1694","2018",5,"Attaché d'inspection",1
"1695","2018",5,"Analyste",NA
"1696","2018",5,"Administration conseil",NA
"1697","2018",5,"Attaché De l'administration",NA
"1698","2018",5,"Medecin",1
"1699","2018",5,"MEDECIN PRINCIPAL",NA
"1700","2018",5,"Unknown",NA
"1701","2018",6,"Conseiller en Chef",1
"1702","2018",6,"Gestionnaire en Chef",417
"1703","2018",6,"Comptable en Chef",24
"1704","2018",6,"Gestionnaire Financier en Chef",24
"1705","2018",6,"Expert Commercial en Chef",3
"1706","2018",6,"Auditeur en Chef",1
"1707","2018",6,"Contrôleur de gestion en Chef",3
"1708","2018",6,"Ingénieur en Chef",45
"1709","2018",6,"Expert Technicien en Chef",NA
"1710","2018",6,"Analyste en Chef",29
"1711","2018",6,"Architecte en Chef",1
"1712","2018",6,"Conseiller Général",6
"1713","2018",6,"Gestionnaire Général",144
"1714","2018",6,"Gestionnaire Financier Général",NA
"1715","2018",6,"Ingénieur Général",22
"1716","2018",6,"Analyste Général",7
"1717","2018",6,"Architecte Général",4
"1718","2018",6,"Agent non qualifié 1ère cie",98
"1719","2018",6,"Agent non qualifié 2ème cie",10
"1720","2018",6,"Agent non qualifié 3ème cie",37
"1721","2018",6,"Agent d'Acceuil",12
"1722","2018",6,"Agent de métier",70
"1723","2018",6,"Agent des postes",139
"1724","2018",6,"Agent de guichet",90
"1725","2018",6,"Agent de Distribution",571
"1726","2018",6,"Agent Administratif Adjoint",9
"1727","2018",6,"Agent technique",NA
"1728","2018",6,"Agent qualifié 1er degré",63
"1729","2018",6,"Agent Administratif",60
"1730","2018",6,"Agent Bureautique",1
"1731","2018",6,"Agent PrincipaL des postes",53
"1732","2018",6,"Agent PrincipaL de guichet",299
"1733","2018",6,"Agent principale de Distribution",243
"1734","2018",6,"Agent financier",2
"1735","2018",6,"Technicien Adjoint",17
"1736","2018",6,"Technicien de Laboratoire Informatique",NA
"1737","2018",6,"Agent qualifié 2ème degré",106
"1738","2018",6,"Ouvrier",NA
"1739","2018",6,"Gestionnaire Adjoint",158
"1740","2018",6,"Surveillant des postes",413
"1741","2018",6,"Surveillant des guichets",1203
"1742","2018",6,"Surveillant de distribution",378
"1743","2018",6,"Gestionnaire financier adjoint",48
"1744","2018",6,"Ouvrier",NA
"1745","2018",6,"Technicien",164
"1746","2018",6,"Programmeur",1
"1747","2018",6,"Agent qualifié 3ème degré",59
"1748","2018",6,"Gestionnaire",2169
"1749","2018",6,"Comptable",2
"1750","2018",6,"Gestionnaire Financier",21
"1751","2018",6,"Technicien Principal",144
"1752","2018",6,"Analyste",20
"1753","2018",6,"Gestionnaire Central",1131
"1754","2018",6,"Comptable Principal",10
"1755","2018",6,"Gestionnaire Financier Principal",14
"1756","2018",6,"Expert Commercial Principal",7
"1757","2018",6,"Ingenieur Principal",26
"1758","2018",6,"Technicien en Chef",89
"1759","2018",6,"Analyste Central",26
"1760","2018",6,"PRESIDENT DIRECTEUR GENERAL",2
"1761","2018",6,"Contract. Agent non qualifié 1ère cie",4
"1762","2018",6,"Contract. Agent d'Acceuil",5
"1763","2018",6,"Contract. Agent de guichet",3
"1764","2018",6,"Contract. Agent Administratif Adjoint",5
"1765","2018",6,"Contract. Agent Administratif",20
"1766","2018",6,"Contract. Agent PrincipaL de guichet",NA
"1767","2018",6,"Contract. Gestionnaire Adjoint",47
"1768","2018",6,"Contract. Surveillant des guichets",NA
"1769","2018",6,"Contract. Gestionnaire",74
"1770","2018",6,"Contract. Gestionnaire Central",2
"1771","2018",6,"Femme Menage",283
"1772","2018",6,"Femme Menage qualifié",288
"1773","2018",6,"Gardiennage",120
"1774","2018",6,"Gardiennage qualifié",128
"1775","2018",6,"Inspecteur en chef",NA
"1776","2018",6,"Inspecteur",NA
"1777","2018",6,"Agent de production",1
"1778","2018",6,"Secrétaire de gestion",NA
"1779","2018",6,"Attaché d'inspection",1
"1780","2018",6,"Analyste",NA
"1781","2018",6,"Administration conseil",NA
"1782","2018",6,"Attaché De l'administration",NA
"1783","2018",6,"Medecin",1
"1784","2018",6,"MEDECIN PRINCIPAL",NA
"1785","2018",6,"Unknown",NA
"1786","2018",7,"Conseiller en Chef",1
"1787","2018",7,"Gestionnaire en Chef",416
"1788","2018",7,"Comptable en Chef",24
"1789","2018",7,"Gestionnaire Financier en Chef",24
"1790","2018",7,"Expert Commercial en Chef",3
"1791","2018",7,"Auditeur en Chef",1
"1792","2018",7,"Contrôleur de gestion en Chef",3
"1793","2018",7,"Ingénieur en Chef",49
"1794","2018",7,"Expert Technicien en Chef",NA
"1795","2018",7,"Analyste en Chef",29
"1796","2018",7,"Architecte en Chef",1
"1797","2018",7,"Conseiller Général",6
"1798","2018",7,"Gestionnaire Général",144
"1799","2018",7,"Gestionnaire Financier Général",NA
"1800","2018",7,"Ingénieur Général",22
"1801","2018",7,"Analyste Général",7
"1802","2018",7,"Architecte Général",4
"1803","2018",7,"Agent non qualifié 1ère cie",98
"1804","2018",7,"Agent non qualifié 2ème cie",10
"1805","2018",7,"Agent non qualifié 3ème cie",37
"1806","2018",7,"Agent d'Acceuil",12
"1807","2018",7,"Agent de métier",70
"1808","2018",7,"Agent des postes",139
"1809","2018",7,"Agent de guichet",90
"1810","2018",7,"Agent de Distribution",573
"1811","2018",7,"Agent Administratif Adjoint",7
"1812","2018",7,"Agent technique",NA
"1813","2018",7,"Agent qualifié 1er degré",63
"1814","2018",7,"Agent Administratif",61
"1815","2018",7,"Agent Bureautique",1
"1816","2018",7,"Agent PrincipaL des postes",53
"1817","2018",7,"Agent PrincipaL de guichet",299
"1818","2018",7,"Agent principale de Distribution",242
"1819","2018",7,"Agent financier",2
"1820","2018",7,"Technicien Adjoint",17
"1821","2018",7,"Technicien de Laboratoire Informatique",NA
"1822","2018",7,"Agent qualifié 2ème degré",106
"1823","2018",7,"Ouvrier",NA
"1824","2018",7,"Gestionnaire Adjoint",159
"1825","2018",7,"Surveillant des postes",414
"1826","2018",7,"Surveillant des guichets",1201
"1827","2018",7,"Surveillant de distribution",378
"1828","2018",7,"Gestionnaire financier adjoint",48
"1829","2018",7,"Ouvrier",NA
"1830","2018",7,"Technicien",162
"1831","2018",7,"Programmeur",1
"1832","2018",7,"Agent qualifié 3ème degré",59
"1833","2018",7,"Gestionnaire",2169
"1834","2018",7,"Comptable",2
"1835","2018",7,"Gestionnaire Financier",21
"1836","2018",7,"Technicien Principal",146
"1837","2018",7,"Analyste",19
"1838","2018",7,"Gestionnaire Central",1132
